type,timestamp,brand,total_public_interactions,favorite_count,hashtags,link_url,media_url,retweet_count,tags,text,tm_url,tweet_url,day_of_week,time
photo,2019-06-21T21:10:21+0000,New Orleans Pelicans,3738,3254,LetsDance,,https://pbs.twimg.com/ext_tw_video_thumb/1142177863485022208/pu/img/wh1YyJQKnKnB1I7v.jpg,484,,Zion is here! #LetsDance https://t.co/DisM4ombbP,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2NDE4ODU2X3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1142177960620941314,Friday,21:10:21
photo,2019-06-21T21:08:23+0000,Toronto Raptors,8480,7753,,,https://pbs.twimg.com/ext_tw_video_thumb/1142171573266341889/pu/img/-RM0b6EKXZG-yeeq.jpg,727,,Drip different https://t.co/bjCDEMW5MJ,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDQtMTE2NDMxNTA3X3R3ZWV0/,https://www.twitter.com/Raptors/status/1142177468687835138,Friday,21:08:23
link,2019-06-21T21:08:07+0000,Memphis Grizzlies,367,327,,https://t.co/ftf33F5Ms0,,40,,https://t.co/ftf33F5Ms0,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTYtMTE2NDI1NDQ0X3R3ZWV0/,https://www.twitter.com/memgrizz/status/1142177398844219393,Friday,21:08:07
"photo,link",2019-06-21T21:07:49+0000,Minnesota Timberwolves,93,83,,https://t.co/D2oZJpE33M,https://pbs.twimg.com/tweet_video_thumb/D9nUJqqUIAAB9RI.jpg,10,,BOOK YOUR TICKETS TO VEGAS   Summer Wolves Schedule >> https://t.co/D2oZJpE33M https://t.co/ui1IlhlPQh,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDctMTE2NDAyMjY3X3R3ZWV0/,https://www.twitter.com/Timberwolves/status/1142177323275341825,Friday,21:07:49
link,2019-06-21T21:07:09+0000,Washington Wizards,448,378,,https://t.co/WlpYjNhn6B,,70,,"PODCAST  pres. by @Biofreeze  @rui_8mura on his excitement to be in D.C., what he will bring to the court, the media attention in Japan, and more.   https://t.co/WlpYjNhn6B",https://app.trackmaven.com/#/workspaces/2788/feed/content/NzMwNDgtMTE2NDAyMjkzX3R3ZWV0/,https://www.twitter.com/WashWizards/status/1142177156103102464,Friday,21:07:09
text only,2019-06-21T21:06:22+0000,Detroit Pistons,374,306,,,,68,,SUMMER LEAGUE. VEGAS.  Our schedule is out:  July 5 vs. Croatia / 3 p.m. ET / NBA TV July 6 vs. Portland / 3:30 p.m. ET / ESPNU July 8 vs. Indiana / 5 p.m. ET / ESPNU July 10 vs. Philadelphia / 3 p.m. ET / NBA TV,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDktMTE2NDExNTU0X3R3ZWV0/,https://www.twitter.com/DetroitPistons/status/1142176959448977408,Friday,21:06:22
photo,2019-06-21T21:06:07+0000,Indiana Pacers,588,536,,,https://pbs.twimg.com/media/D9nTTKGXUAE10QS.jpg,52,,First day on the job:  Arrive to Indy  Meet owner Herb Simon  First official press conference  Photo shoot in the new threads https://t.co/5tlGp0sukz,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDgtMTE2NDEzODU3X3R3ZWV0/,https://www.twitter.com/Pacers/status/1142176898610544640,Friday,21:06:07
photo,2019-06-21T21:03:51+0000,Memphis Grizzlies,1487,1316,GetMemphis,,https://pbs.twimg.com/media/D9nTT2UXUAAyqup.jpg,171,,A new beginning   @igotgame_12 | #GetMemphis https://t.co/0hO3qZxvvl,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTYtMTE2NDI1NDQ4X3R3ZWV0/,https://www.twitter.com/memgrizz/status/1142176325337255937,Friday,21:03:51
photo,2019-06-21T21:03:12+0000,Los Angeles Clippers,1954,1579,,,https://pbs.twimg.com/media/D9nTKcWWkAAc5T0.jpg,375,,Just like the good 'nole days  @Mfiondu x @terance_mann https://t.co/mDzylK4KCa,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDAtMTE2NDAyMjkyX3R3ZWV0/,https://www.twitter.com/LAClippers/status/1142176162447273984,Friday,21:03:12
link,2019-06-21T21:00:39+0000,New Orleans Pelicans,557,403,Pelicans,https://t.co/cr17DJetF9,,154,,WATCH LIVE: Zion has arrived! Tune in to his #Pelicans introductory press conference from the Ochsner Sports Performance Center.   https://t.co/cr17DJetF9,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2NDE4OTU0X3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1142175520676823041,Friday,21:00:39
"photo,link",2019-06-21T21:00:03+0000,Sacramento Kings,80,69,NBADraft,https://t.co/mvnarwCzCB,https://pbs.twimg.com/media/D9nScisWwAAtAq7.jpg,11,,Sactown welcomed three new members to the squad on Thursday.  #NBADraft Recap [?] >> https://t.co/mvnarwCzCB https://t.co/GMVr7uloG1,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDgtMTE2NDAyMTMwX3R3ZWV0/,https://www.twitter.com/SacramentoKings/status/1142175369723817984,Friday,21:00:03
"photo,link",2019-06-21T21:00:00+0000,Houston Rockets,932,796,,https://t.co/5PuiMVTnj4,https://pbs.twimg.com/media/D9mAr5rWkAEzh2P.jpg,136,,ICYMI: Last night we unveiled our new uniforms!   Preorder all the  now at https://t.co/5PuiMVTnj4 https://t.co/Aaw7q450Va,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTctMTE2NDAyMTIxX3R3ZWV0/,https://www.twitter.com/HoustonRockets/status/1142175356700569601,Friday,21:00:00
link,2019-06-21T21:00:00+0000,Denver Nuggets,341,312,NBADraft MileHighBasketball,https://t.co/uGsISVzAXd,,29,,The 2019 #NBADraft was a success to say the least.   #MileHighBasketball   https://t.co/uGsISVzAXd,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjMtMTE2NDE0Mjg1X3R3ZWV0/,https://www.twitter.com/nuggets/status/1142175359191801856,Friday,21:00:00
link,2019-06-21T20:53:32+0000,San Antonio Spurs,358,311,SummerSpurs,https://t.co/gWbBNV2tZc,,47,,The 2019 @NBASummerLeague schedule is set!   #SummerSpurs begin play July 5th in Las Vegas.   https://t.co/gWbBNV2tZc,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTQtMTE2NDAyMTUwX3R3ZWV0/,https://www.twitter.com/spurs/status/1142173729201561600,Friday,20:53:32
link,2019-06-21T20:53:08+0000,Miami Heat,192,170,,https://t.co/KOk0MAeHxZ,,22,,"The Long and Short Of Fit   [READ] @CoupNBA breaks down The Can, Could and Should of @raf_tyler, present and future fit in Miami. https://t.co/KOk0MAeHxZ",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDUtMTE2NDA2NTMwX3R3ZWV0/,https://www.twitter.com/MiamiHEAT/status/1142173630975156224,Friday,20:53:08
link,2019-06-21T20:48:43+0000,Atlanta Hawks,1030,852,,https://t.co/epQKTxJcuU,,178,,if only we can RT and Like this multiple times. https://t.co/epQKTxJcuU,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDMtMTE2NDExNzk2X3R3ZWV0/,https://www.twitter.com/ATLHawks/status/1142172518842867712,Friday,20:48:43
link,2019-06-21T20:47:00+0000,Minnesota Timberwolves,515,496,,https://t.co/MgyJRNMBLE,,19,,WE KNEW WE WANTED HIM ON OUR NBA TEAM!!! https://t.co/MgyJRNMBLE,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDctMTE2NDAyMTE5X3R3ZWV0/,https://www.twitter.com/Timberwolves/status/1142172088012177408,Friday,20:47:00
photo,2019-06-21T20:42:06+0000,Brooklyn Nets,186,169,,,https://pbs.twimg.com/media/D9nN-ChX4AAceCI.jpg,17,,"Today's officially the first day of summer and we're spending the weekend out in Joe Harris' hometown of Chelan, Washington for his basketball camp! https://t.co/B8SW2pEJG3",https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjQtMTE2NDE1MjM4X3R3ZWV0/,https://www.twitter.com/BrooklynNets/status/1142170854752698369,Friday,20:42:06
link,2019-06-21T20:39:25+0000,Cleveland Cavaliers,194,156,CavsSummer,https://t.co/rIpEoK0cnk,,38,,Mark your calendars!  #CavsSummer in Vegas tips off on July 5th at  @NBASummerLeague!  DETAILS: https://t.co/rIpEoK0cnk,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDMtMTE2NDE2MjE0X3R3ZWV0/,https://www.twitter.com/cavs/status/1142170177536253958,Friday,20:39:25
photo,2019-06-21T20:39:16+0000,Washington Wizards,1133,999,WizSummer,,https://pbs.twimg.com/media/D9nNpdXX4AAgBrI.jpg,134,,#WizSummer starts off with a fun one.   July 6  vs. @PelicansNBA  Thomas &amp; Mack Center [?] 10:00 P.M. ET  @ESPNNBA https://t.co/qlNLtdjEDa,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzMwNDgtMTE2NDAyMTM0X3R3ZWV0/,https://www.twitter.com/WashWizards/status/1142170137874829322,Friday,20:39:16
link,2019-06-21T20:38:40+0000,Portland Trail Blazers,311,262,,https://t.co/6kVW854K8M,,49,,Vegas baby!   The defending champs start their 2019 @NBASummerLeague run on July 6th vs the Pistons.  : https://t.co/6kVW854K8M,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MTktMTE2NDMwMzcwX3R3ZWV0/,https://www.twitter.com/trailblazers/status/1142169990876942336,Friday,20:38:40
link,2019-06-21T20:38:13+0000,Indiana Pacers,131,121,,https://t.co/dofCmG1PQO,,10,,"[?][?] ""Fans Welcome Goga Bitadze to Indiana "" by @Pacers  https://t.co/dofCmG1PQO",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDgtMTE2NDEzOTgzX3R3ZWV0/,https://www.twitter.com/Pacers/status/1142169875621830657,Friday,20:38:13
"photo,link",2019-06-21T20:34:54+0000,Miami Heat,1366,1163,,https://t.co/TD3kdVztFP,https://pbs.twimg.com/media/D9nMsAYW4AAnaNc.jpg,203,,Vice lookin' nice on Tyler![?] [?] Watch @raf_tyler's introductory press conference right now at https://t.co/TD3kdVztFP! https://t.co/lHjQQWg1rF,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDUtMTE2NDA2NTQyX3R3ZWV0/,https://www.twitter.com/MiamiHEAT/status/1142169041626443777,Friday,20:34:54
photo,2019-06-21T20:33:43+0000,New York Knicks,1209,1112,ThisIsWhyWePlay,,https://pbs.twimg.com/media/D9nMarRWsAEW6vT.jpg,97,,Day [?] and we know what it's all about  #ThisIsWhyWePlay https://t.co/Djd4ht2UQ6,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTItMTE2NDE3NTIyX3R3ZWV0/,https://www.twitter.com/nyknicks/status/1142168745105866758,Friday,20:33:43
photo,2019-06-21T20:33:34+0000,San Antonio Spurs,738,649,NationalSelfieDay NBADraft,,https://pbs.twimg.com/media/D9nMYczWwAcTUA9.jpg,89,,#NationalSelfieDay x #NBADraft  https://t.co/cx5e2ZFsFx,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTQtMTE2NDAyMTU1X3R3ZWV0/,https://www.twitter.com/spurs/status/1142168705733971968,Friday,20:33:34
link,2019-06-21T20:33:15+0000,Washington Wizards,208,172,WizSummer DCFamily,https://t.co/sSoVigmzEc,,36,,Our Summer League schedule is here!   #WizSummer | #DCFamily  https://t.co/sSoVigmzEc,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzMwNDgtMTE2NDAyMTUxX3R3ZWV0/,https://www.twitter.com/WashWizards/status/1142168627732463616,Friday,20:33:15
photo,2019-06-21T20:32:49+0000,Golden State Warriors,3231,2922,DubNation,,https://pbs.twimg.com/ext_tw_video_thumb/1141914543561617408/pu/img/lZop8fZc3Fc1pzFp.jpg,309,,"""Coaches call me mini Draymond.""  #DubNation's newest member @Epaschall4 looks to model his game after @Money23Green.   https://t.co/AntyOn81pi",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTMtMTE2NDE3NzI3X3R3ZWV0/,https://www.twitter.com/warriors/status/1142168516956528640,Friday,20:32:49
photo,2019-06-21T20:31:04+0000,New Orleans Pelicans,206,170,PelicansDraft LetsDance,,https://pbs.twimg.com/media/D9nLzktXUAE6Gnn.jpg,36,,"Update: The Zion Williamson Introductory Press Conference Will now start around 4 pm CT  It will stream live on our website, app and Twitter account  #PelicansDraft #LetsDance https://t.co/ySvBAGnAaG",https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2NDE4OTU1X3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1142168078110904322,Friday,20:31:04
"photo,link",2019-06-21T20:30:00+0000,Washington Wizards,995,856,DCFamily,https://t.co/4mVzxcprnI,https://pbs.twimg.com/media/D9m9LbRWsAAqlk9.jpg,139,,How a (very) persistent classmate helped steer @rui_8mura toward an NBA career.   >> https://t.co/4mVzxcprnI | #DCFamily https://t.co/BvrZb69VTK,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzMwNDgtMTE2NDAyMTY5X3R3ZWV0/,https://www.twitter.com/WashWizards/status/1142167808576352257,Friday,20:30:00
photo,2019-06-21T20:30:00+0000,Philadelphia 76ers,695,636,HereTheyCome,,https://pbs.twimg.com/amplify_video_thumb/1142164068767358978/img/88sgddBIgPT_bi_7.jpg,59,['AB_ALLPOSTS'],"""You dream of being in this position, but to actually be there is pretty surreal.""  @MatisseThybulle | #HereTheyCome https://t.co/uT8KmLZ4ZG",https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxMzUtMTE2NDAyMTM2X3R3ZWV0/,https://www.twitter.com/sixers/status/1142167806659534848,Friday,20:30:00
link,2019-06-21T20:25:24+0000,Phoenix Suns,243,207,RisePHX,https://t.co/YJ82N5QIdW,,36,,OFFICIAL: The Phoenix Suns and the NBA announce the schedule for @NBASummerLeague 2019!  #RisePHX https://t.co/YJ82N5QIdW,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTktMTE2NDExOTIwX3R3ZWV0/,https://www.twitter.com/Suns/status/1142166650310893568,Friday,20:25:24
link,2019-06-21T20:24:36+0000,Detroit Pistons,406,375,DetroitBasketball,https://t.co/9bn0wgsZRN,,31,,#DetroitBasketball https://t.co/9bn0wgsZRN,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDktMTE2NDExNjU1X3R3ZWV0/,https://www.twitter.com/DetroitPistons/status/1142166446979649536,Friday,20:24:36
photo,2019-06-21T20:22:29+0000,Los Angeles Lakers,3589,2954,LakeShow,,https://pbs.twimg.com/media/D9nJ2MDUcAEA7up.jpg,635,,#LakeShow https://t.co/WF1lYGvCWM,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MjAtMTE2NDE0MTEwX3R3ZWV0/,https://www.twitter.com/Lakers/status/1142165916253224960,Friday,20:22:29
"photo,link",2019-06-21T20:16:26+0000,New Orleans Pelicans,380,316,,https://t.co/WsJUSYystr,https://pbs.twimg.com/ext_tw_video_thumb/1142151307245043713/pu/img/7oxevqHKPi2LVlxI.jpg,64,,"The matchup between Pelicans forward Zion Williamson and Knicks guard-forward RJ Barrett highlights the 11-day, 83-game schedule for  @NBASummerLeague 2019 in Las Vegas.  Full Schedule: https://t.co/WsJUSYystr https://t.co/sC2dIdNq2z",https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2NDE5NTIxX3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1142164393595199489,Friday,20:16:26
link,2019-06-21T20:16:21+0000,Indiana Pacers,155,128,,https://t.co/qg05SgyONm,,27,,Our schedule for the preliminary round of NBA Summer League games have just been announced: https://t.co/qg05SgyONm [?]  July 6: vs. Memphis at 7p ET July 8: vs. Detroit at 5p ET July 9: vs. Atlanta at 5:30p ET July 11: vs. Toronto at 6p ET,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDgtMTE2NDE0MTQ1X3R3ZWV0/,https://www.twitter.com/Pacers/status/1142164371130523648,Friday,20:16:21
photo,2019-06-21T20:13:44+0000,Houston Rockets,392,331,NBASummer,,https://pbs.twimg.com/media/D9nGcZjWwAMALxd.jpg,61,,#NBASummer League is right around the corner. The action starts July 6th in Las Vegas!  https://t.co/ihX3mcQBz8,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTctMTE2NDAyMTIzX3R3ZWV0/,https://www.twitter.com/HoustonRockets/status/1142163715942494208,Friday,20:13:44
photo,2019-06-21T20:12:00+0000,Detroit Pistons,36,31,,,https://pbs.twimg.com/media/D9m9yqSWkAEToIl.jpg,5,,Another shoutout to @MotorCityCasino for hosting our draft party for our Pistons One members last night! https://t.co/U42iJyxW43,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDktMTE2NDExNjU5X3R3ZWV0/,https://www.twitter.com/DetroitPistons/status/1142163276865757184,Friday,20:12:00
"photo,link",2019-06-21T20:05:30+0000,Charlotte Hornets,86,63,,https://t.co/EgLDeVLkGc,https://pbs.twimg.com/media/D9nEqM0WwAAfp8X.jpg,23,,Check out the MGM Resorts @NBASummerLeague 2019 Schedule!   [?][?][?][?][?][?][?]  : https://t.co/EgLDeVLkGc https://t.co/HWAY77i89t,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDctMTE2NDE5MDMwX3R3ZWV0/,https://www.twitter.com/hornets/status/1142161641288740864,Friday,20:05:30
photo,2019-06-21T19:59:26+0000,Washington Wizards,9115,8009,,,https://pbs.twimg.com/media/D9nEQQeWsAIhIPX.jpg,1106,,things you just absolutely love to see: https://t.co/gmjRfZaHJg,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzMwNDgtMTE2NDAxOTg3X3R3ZWV0/,https://www.twitter.com/WashWizards/status/1142160116520771590,Friday,19:59:26
"photo,link",2019-06-21T19:53:42+0000,Atlanta Hawks,189,163,TrueToAtlanta,https://t.co/EVYv8H8gel,https://pbs.twimg.com/media/D9nDLiuXoAEv4f-.jpg,26,,We got 'em.  Now get yours.   Half-season memberships on-sale now: https://t.co/EVYv8H8gel  #TrueToAtlanta https://t.co/ZLnmknIhqK,https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDMtMTE2NDEyMjE3X3R3ZWV0/,https://www.twitter.com/ATLHawks/status/1142158672858177537,Friday,19:53:42
link,2019-06-21T19:53:36+0000,Boston Celtics,2343,2145,,https://t.co/aBKVNh68Ou,,198,,What number should @Grant2Will wear?  https://t.co/aBKVNh68Ou,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDYtMTE2NDExOTEzX3R3ZWV0/,https://www.twitter.com/celtics/status/1142158646245253120,Friday,19:53:36
photo,2019-06-21T19:53:30+0000,Brooklyn Nets,880,743,,,https://pbs.twimg.com/media/D9nAwScXUAAEKNQ.jpg,137,,"Welcome to the borough, @_claxton33. https://t.co/HXSKrAjhO2",https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjQtMTE2NDE1MjQwX3R3ZWV0/,https://www.twitter.com/BrooklynNets/status/1142158621264023552,Friday,19:53:30
link,2019-06-21T19:47:42+0000,Boston Celtics,744,685,,https://t.co/RxeH2Fnptb,,59,,"We didn't choose them because of their ability to get to the free-throw line, but that ability does put a cherry on top of our draft night. https://t.co/RxeH2Fnptb",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDYtMTE2NDEyMzczX3R3ZWV0/,https://www.twitter.com/celtics/status/1142157164779397125,Friday,19:47:42
photo,2019-06-21T19:45:21+0000,Cleveland Cavaliers,1334,1223,,,https://pbs.twimg.com/ext_tw_video_thumb/1142156513819185158/pu/img/TzmEEcWoYptYK05o.jpg,111,,"It's  time with the @RMFieldHouse Video Team!  Sounds like @Dylan_Windler23 &amp; @dariusgarland22 know their Cleveland sports trivia, @Browns, @Indians, @monstershockey  https://t.co/iXO0BIsfBj",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDMtMTE2NDE2MTA1X3R3ZWV0/,https://www.twitter.com/cavs/status/1142156572812087296,Friday,19:45:21
"photo,link",2019-06-21T19:42:08+0000,Utah Jazz,24,22,JazzFit,https://t.co/XSEoU6y0we,https://pbs.twimg.com/media/D9m-KULUYAAWKR1.jpg,2,,It's Men's Health Month!  There are 10 days left until the 3v3 tournament! Check out this week's workout to help you get fit for your games.  Week 3 [?]  https://t.co/XSEoU6y0we  #JazzFit | @UofUHealth https://t.co/dUXt78CBHe,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTgtMTE2NDEzNTI2X3R3ZWV0/,https://www.twitter.com/utahjazz/status/1142155761222475777,Friday,19:42:08
photo,2019-06-21T19:35:34+0000,Miami Heat,1231,1048,,,https://pbs.twimg.com/media/D9m-j7LXkAAJlYq.jpg,183,,[Sound On] Coach Spo is going to be dialing up Ray Allen soon  https://t.co/276kv3Blz7,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MDUtMTE2NDA2NTQ0X3R3ZWV0/,https://www.twitter.com/MiamiHEAT/status/1142154108411043841,Friday,19:35:34
"photo,link",2019-06-21T19:31:04+0000,New Orleans Pelicans,388,330,Pelicans LetsDance,https://t.co/cCD14ihqzE,https://pbs.twimg.com/amplify_video_thumb/1142151990253969408/img/yS3eJQZB3tHBCqDW.jpg,58,,.@ZionWilliamson's jersey is now available in the #Pelicans Team Shop at the @SmoothieKingCtr - while supplies last!   Can also order online with free shipping (today) use code: PELICANSDRAFT  https://t.co/cCD14ihqzE  #LetsDance https://t.co/E92nyxfFug,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzE4MjItMTE2NDE5MzY1X3R3ZWV0/,https://www.twitter.com/PelicansNBA/status/1142152976213192705,Friday,19:31:04
photo,2019-06-21T19:30:00+0000,Los Angeles Clippers,777,666,,,https://pbs.twimg.com/media/D9mOwrwXUAIU4af.jpg,111,,"+--------+ |######### ++ |#### 1% ###-|| |######### ++ +--------+  @terance_mann's @NBADraft experience started with a last minute, low-battery call for the Combine.  https://t.co/ir0xEBgPMn",https://app.trackmaven.com/#/workspaces/2788/feed/content/NTkxNDAtMTE2NDAxOTgyX3R3ZWV0/,https://www.twitter.com/LAClippers/status/1142152709140865024,Friday,19:30:00
"photo,link",2019-06-21T19:30:00+0000,Washington Wizards,687,624,,https://t.co/7mNtCE3MJF,https://pbs.twimg.com/media/D9lmwv2WkAAhYlD.jpg,63,,Q: Do you want an autographed @rui_8mura jersey?  A: Of course you do.   ENTER TO WIN >> https://t.co/7mNtCE3MJF https://t.co/XF4Qb0hrAM,https://app.trackmaven.com/#/workspaces/2788/feed/content/NzMwNDgtMTE2NDAyMDEyX3R3ZWV0/,https://www.twitter.com/WashWizards/status/1142152708234727425,Friday,19:30:00
photo,2019-06-21T19:29:06+0000,San Antonio Spurs,2885,2630,,,https://pbs.twimg.com/tweet_video_thumb/D9m4nm3XkAMiOWb.jpg,255,,"Two jackets, one dream. https://t.co/ZH79rN7Y2j",https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTQtMTE2NDAxOTYzX3R3ZWV0/,https://www.twitter.com/spurs/status/1142152483923537920,Friday,19:29:06
photo,2019-06-21T19:28:54+0000,Memphis Grizzlies,1923,1720,,,https://pbs.twimg.com/ext_tw_video_thumb/1142152300221345792/pu/img/qqf_zhLfg0LM7_hK.jpg,203,,The @igotgame_12 fan love is real  https://t.co/oGtnY6swY7,https://app.trackmaven.com/#/workspaces/2788/feed/content/OTE3MTYtMTE2NDI1MzA1X3R3ZWV0/,https://www.twitter.com/memgrizz/status/1142152433067548674,Friday,19:28:54
